YearMonth,Category,Platform,Review_Volume,Avg_Rating,Avg_Sentiment,Avg_RSI,Rolling_3M_RSI
2023-02,Smartphone,AMAZON,34,3.7941176470588234,0.028076470588235286,0.32701411764705884,0.3558
2023-02,Smartphone,FLIPKART,36,3.8055555555555554,0.09073055555555556,0.28657333333333335,0.3307
2023-02,Smartphone,amazon,33,3.3333333333333335,-0.03178181818181818,0.39403757575757575,0.3971
2023-02,Smartphone,flipkart,27,3.3333333333333335,-0.040118518518518526,0.42646962962962964,0.4105
2023-02,TV,flipkart,1,3.0,0.2263,0.21,0.2267
2023-03,Accessories,AMAZON,8,4.125,0.1009625,0.32953,0.3287
2023-03,Accessories,FLIPKART,5,4.0,0.05826000000000001,0.282952,0.4041
2023-03,Accessories,amazon,7,3.2857142857142856,0.07311428571428571,0.37639428571428574,0.4121
2023-03,Accessories,flipkart,14,3.4285714285714284,0.0021928571428571314,0.40561714285714284,0.3442
2023-03,Other,AMAZON,2,2.5,0.29295,0.4475,0.3558
2023-03,Smartphone,AMAZON,35,3.5142857142857142,0.0029771428571428527,0.37950285714285714,0.3653
2023-03,Smartphone,FLIPKART,38,3.5789473684210527,0.019584210526315784,0.36147578947368425,0.337
2023-03,Smartphone,amazon,40,3.525,0.072515,0.341397,0.3746
2023-03,Smartphone,flipkart,39,3.6666666666666665,0.025061538461538455,0.34973128205128207,0.3808
2023-03,TV,AMAZON,3,3.6666666666666665,0.14003333333333332,0.22666666666666666,0.4874
2023-04,Accessories,AMAZON,9,3.888888888888889,-0.07943333333333333,0.36233777777777776,0.3539
2023-04,Accessories,FLIPKART,13,3.3846153846153846,-0.12044615384615386,0.42423692307692307,0.4107
2023-04,Accessories,amazon,9,4.222222222222222,0.0596,0.29474222222222224,0.3823
2023-04,Accessories,flipkart,7,4.0,0.11745714285714284,0.2704742857142857,0.3063
2023-04,Other,FLIPKART,1,4.0,-0.1695,0.2028,0.3201
2023-04,Other,amazon,1,4.0,0.0,0.335,0.4236
2023-04,Smartphone,AMAZON,41,3.5365853658536586,0.11937560975609757,0.3478731707317073,0.3515
2023-04,Smartphone,FLIPKART,29,3.586206896551724,-0.10165862068965516,0.4275944827586207,0.3585
2023-04,Smartphone,amazon,33,3.606060606060606,-0.00646363636363636,0.34871636363636366,0.3614
2023-04,Smartphone,flipkart,45,3.4,0.03465111111111109,0.36510311111111116,0.3804
2023-05,Accessories,AMAZON,7,3.2857142857142856,-0.11107142857142857,0.4710571428571429,0.3876
2023-05,Accessories,FLIPKART,8,3.875,-0.1521875,0.34516,0.3508
2023-05,Accessories,amazon,13,3.4615384615384617,-0.05127692307692308,0.4068123076923077,0.3593
2023-05,Accessories,flipkart,9,3.0,-0.10514444444444446,0.4065377777777778,0.3609
2023-05,Other,AMAZON,2,1.5,0.31845,0.4225,0.4017
2023-05,Other,FLIPKART,1,2.0,0.4201,0.285,0.2784
2023-05,Other,amazon,2,4.0,0.37895,0.235,0.3402
2023-05,Other,flipkart,1,1.0,0.7351,0.56,0.3683
2023-05,Smartphone,AMAZON,40,3.625,0.2170025,0.319629,0.349
2023-05,Smartphone,FLIPKART,45,3.2666666666666666,-0.03780888888888889,0.3958728888888889,0.395
2023-05,Smartphone,amazon,40,3.75,0.08465999999999999,0.323256,0.3378
2023-05,Smartphone,flipkart,38,3.3157894736842106,0.10319736842105263,0.3896505263157895,0.3682
2023-06,Accessories,AMAZON,9,2.7777777777777777,-0.26335555555555556,0.5263466666666667,0.4532
2023-06,Accessories,FLIPKART,14,3.5714285714285716,0.07746428571428572,0.3375485714285714,0.369
2023-06,Accessories,amazon,9,3.0,-0.1431555555555556,0.49128444444444447,0.3976
2023-06,Accessories,flipkart,7,3.5714285714285716,-0.07001428571428571,0.4129771428571428,0.3633
2023-06,Other,flipkart,2,4.0,0.0,0.235,0.3517
2023-06,Smartphone,AMAZON,45,3.533333333333333,0.09476666666666667,0.35255200000000003,0.34
2023-06,Smartphone,FLIPKART,27,3.925925925925926,0.2726037037037037,0.28631555555555555,0.3699
2023-06,Smartphone,amazon,26,4.0,0.018046153846153837,0.31104,0.3277
2023-06,Smartphone,flipkart,42,3.7142857142857144,0.12602857142857143,0.3077409523809524,0.3542
2023-06,TV,AMAZON,2,3.0,0.36755,0.41000000000000003,0.3989
2023-07,Accessories,AMAZON,6,3.1666666666666665,0.00661666666666666,0.42116,0.4729
2023-07,Accessories,FLIPKART,9,4.0,-0.10314444444444446,0.43876444444444446,0.3738
2023-07,Accessories,amazon,14,3.357142857142857,0.026142857142857155,0.37762,0.4252
2023-07,Accessories,flipkart,6,3.5,-0.2700666666666667,0.48876000000000003,0.4361
2023-07,Other,AMAZON,1,5.0,0.0,0.26,0.3767
2023-07,Other,FLIPKART,3,4.0,-0.1589,0.2652266666666667,0.251
2023-07,Smartphone,AMAZON,41,3.341463414634146,0.07423658536585366,0.37899414634146344,0.3504
2023-07,Smartphone,FLIPKART,39,3.128205128205128,-0.04051538461538461,0.44164000000000003,0.3746
2023-07,Smartphone,amazon,42,3.8095238095238093,0.0926952380952381,0.3166028571428572,0.317
2023-07,Smartphone,flipkart,37,3.7027027027027026,-0.01712972972972974,0.3493340540540541,0.3489
2023-07,TV,amazon,2,3.0,0.4061,0.31,0.2683
2023-07,TV,flipkart,2,5.0,-0.23835,0.35534,0.3001
2023-08,Accessories,AMAZON,13,3.230769230769231,0.04832307692307692,0.36275076923076927,0.4368
2023-08,Accessories,FLIPKART,13,3.6923076923076925,-0.16028461538461541,0.3748461538461539,0.3837
2023-08,Accessories,amazon,7,3.5714285714285716,-0.2172,0.44872000000000006,0.4392
2023-08,Accessories,flipkart,13,3.923076923076923,0.12453846153846151,0.3144,0.4054
2023-08,Other,amazon,3,2.6666666666666665,0.21546666666666667,0.235,0.2683
2023-08,Smartphone,AMAZON,42,3.880952380952381,0.017769047619047615,0.31218,0.3479
2023-08,Smartphone,FLIPKART,36,3.3055555555555554,-0.009191666666666674,0.39228111111111114,0.3734
2023-08,Smartphone,amazon,37,3.6486486486486487,-0.012851351351351362,0.3679383783783784,0.3319
2023-08,Smartphone,flipkart,44,3.6136363636363638,-0.03509772727272728,0.3752036363636364,0.3441
2023-08,TV,FLIPKART,2,1.0,0.0,0.36,0.2808
2023-09,Accessories,AMAZON,9,3.6666666666666665,-0.1507,0.4055066666666667,0.3965
2023-09,Accessories,FLIPKART,6,2.6666666666666665,-0.09136666666666667,0.4569066666666666,0.4235
2023-09,Accessories,amazon,7,3.857142857142857,-0.2533,0.4729314285714286,0.4331
2023-09,Accessories,flipkart,12,3.8333333333333335,0.19641666666666668,0.2848866666666667,0.3627
2023-09,Other,AMAZON,1,5.0,0.0,0.26,0.3142
2023-09,Other,FLIPKART,2,3.0,0.2202,0.21,0.2534
2023-09,Other,flipkart,1,1.0,0.4201,0.36,0.385
2023-09,Smartphone,AMAZON,41,3.3658536585365852,0.09869999999999998,0.34928,0.3468
2023-09,Smartphone,FLIPKART,49,3.5918367346938775,-0.011887755102040817,0.3858285714285714,0.4066
2023-09,Smartphone,amazon,43,3.4186046511627906,0.059386046511627905,0.3712511627906977,0.3519
2023-09,Smartphone,flipkart,34,3.5588235294117645,-0.031917647058823544,0.3757529411764706,0.3668
2023-09,TV,amazon,1,2.0,0.7351,0.485,0.36
2023-10,Accessories,AMAZON,15,3.2666666666666666,-0.05978000000000001,0.39146400000000003,0.3866
2023-10,Accessories,FLIPKART,11,3.6363636363636362,-0.15875454545454545,0.4181672727272728,0.4166
2023-10,Accessories,amazon,13,3.076923076923077,0.0981,0.38218461538461546,0.4346
2023-10,Accessories,flipkart,10,3.6,-0.027090000000000003,0.333568,0.311
2023-10,Other,AMAZON,1,1.0,0.7579,0.36,0.2933
2023-10,Other,amazon,3,3.0,0.5052666666666666,0.27666666666666667,0.2489
2023-10,Other,flipkart,3,2.3333333333333335,0.42460000000000003,0.45999999999999996,0.3517
2023-10,Smartphone,AMAZON,46,3.4782608695652173,0.0035608695652173815,0.3595721739130435,0.3403
2023-10,Smartphone,FLIPKART,47,3.404255319148936,0.06914042553191488,0.3894868085106383,0.3892
2023-10,Smartphone,amazon,42,3.5,0.06826428571428571,0.36269523809523807,0.3673
2023-10,Smartphone,flipkart,33,3.5757575757575757,0.10963636363636363,0.3487684848484849,0.3666
2023-10,TV,amazon,2,3.0,-0.01815,0.50534,0.4334
2023-11,Accessories,AMAZON,6,2.8333333333333335,-0.23291666666666666,0.4537933333333333,0.4169
2023-11,Accessories,FLIPKART,16,3.125,-0.09738125,0.424825,0.4333
2023-11,Accessories,amazon,9,3.6666666666666665,0.38755555555555554,0.22854666666666665,0.3612
2023-11,Accessories,flipkart,6,3.5,0.012516666666666676,0.3568,0.3251
2023-11,Other,amazon,1,5.0,0.7351,0.26,0.2572
2023-11,Smartphone,AMAZON,38,3.6842105263157894,0.07708421052631577,0.3662915789473684,0.3584
2023-11,Smartphone,FLIPKART,37,3.7837837837837838,0.05778108108108107,0.3452918918918919,0.3735
2023-11,Smartphone,amazon,38,3.473684210526316,0.02739999999999999,0.3499021052631579,0.3613
2023-11,Smartphone,flipkart,37,3.4054054054054053,-0.1419027027027027,0.41180972972972973,0.3788
2023-11,TV,FLIPKART,1,1.0,0.7579,0.36,0.3558
2023-12,Accessories,AMAZON,7,3.857142857142857,0.030914285714285696,0.25145142857142855,0.3656
2023-12,Accessories,FLIPKART,6,2.6666666666666665,0.18741666666666665,0.3689733333333334,0.404
2023-12,Accessories,amazon,9,3.7777777777777777,-0.04905555555555555,0.37176,0.3275
2023-12,Accessories,flipkart,12,2.6666666666666665,0.1965916666666667,0.35788333333333333,0.3494
2023-12,Other,AMAZON,1,1.0,0.2263,0.36,0.3267
2023-12,Other,FLIPKART,1,2.0,-0.4767,0.6756800000000001,0.3836
2023-12,Smartphone,AMAZON,33,3.6666666666666665,-0.09472727272727273,0.34572,0.3572
2023-12,Smartphone,FLIPKART,37,3.027027027027027,0.10877297297297296,0.38294594594594594,0.3726
2023-12,Smartphone,amazon,37,3.675675675675676,0.01405135135135135,0.35340000000000005,0.3553
2023-12,Smartphone,flipkart,44,3.727272727272727,0.09833863636363636,0.34475,0.3684
2024-01,Accessories,AMAZON,11,2.909090909090909,-0.028518181818181828,0.44265454545454547,0.3826
2024-01,Accessories,FLIPKART,9,3.5555555555555554,0.11093333333333334,0.3242,0.3727
2024-01,Accessories,amazon,10,3.9,-0.08225,0.34839600000000004,0.3162
2024-01,Accessories,flipkart,4,4.0,0.11712499999999999,0.23923,0.318
2024-01,Other,AMAZON,1,5.0,0.0,0.26,0.3267
2024-01,Other,flipkart,1,3.0,0.0,0.21,0.3433
2024-01,Smartphone,AMAZON,48,3.3541666666666665,-0.067275,0.3857083333333334,0.3659
2024-01,Smartphone,FLIPKART,39,3.358974358974359,0.18506153846153844,0.35144615384615385,0.3599
2024-01,Smartphone,amazon,42,3.7142857142857144,-0.08257857142857143,0.38323523809523813,0.3622
2024-01,Smartphone,flipkart,38,3.8421052631578947,0.2076078947368421,0.30599052631578944,0.3542
2024-01,TV,amazon,1,3.0,0.0,0.41,0.4668
2024-01,TV,flipkart,3,3.0,0.07543333333333334,0.27666666666666667,0.2807
2024-02,Accessories,AMAZON,8,3.25,0.05369999999999999,0.32059,0.3382
2024-02,Accessories,FLIPKART,10,3.7,0.013610000000000011,0.36071600000000004,0.3513
2024-02,Accessories,amazon,7,3.4285714285714284,0.04547142857142857,0.28077142857142856,0.3336
2024-02,Accessories,flipkart,12,4.083333333333333,-0.09630833333333333,0.31562,0.3042
2024-02,Other,AMAZON,1,4.0,0.0,0.135,0.2517
2024-02,Smartphone,AMAZON,40,3.8,0.052779999999999994,0.32418399999999997,0.3519
2024-02,Smartphone,FLIPKART,40,3.4,-0.0447125,0.41291599999999995,0.3824
2024-02,Smartphone,amazon,45,3.533333333333333,0.02935777777777777,0.3443155555555556,0.3603
2024-02,Smartphone,flipkart,43,3.7906976744186047,-0.019632558139534885,0.3246493023255814,0.3251
2024-02,TV,AMAZON,1,4.0,0.7778,0.135,0.2572
2024-03,Accessories,AMAZON,6,3.1666666666666665,0.12056666666666667,0.38703333333333334,0.3834
2024-03,Accessories,FLIPKART,13,2.923076923076923,0.023761538461538466,0.479636923076923,0.3882
2024-03,Accessories,amazon,6,3.3333333333333335,0.035033333333333326,0.27083999999999997,0.3
2024-03,Accessories,flipkart,10,3.1,-0.21642999999999998,0.443832,0.3329
2024-03,Other,FLIPKART,2,4.0,0.43025,0.135,0.3402
2024-03,Other,amazon,1,4.0,0.4404,0.135,0.2239
2024-03,Smartphone,AMAZON,42,3.261904761904762,-0.005147619047619057,0.38086000000000003,0.3636
2024-03,Smartphone,FLIPKART,40,3.65,0.08576249999999999,0.340245,0.3682
2024-03,Smartphone,amazon,48,3.7916666666666665,-0.03173333333333334,0.3673758333333334,0.365
2024-03,Smartphone,flipkart,37,3.6216216216216215,0.016135135135135134,0.3369610810810811,0.3225
2024-03,TV,FLIPKART,1,4.0,0.6369,0.335,0.3517
2024-03,TV,flipkart,1,1.0,0.7579,0.36,0.3307
2024-04,Accessories,AMAZON,4,4.0,-0.41305000000000003,0.4574100000000001,0.3883
2024-04,Accessories,FLIPKART,4,3.0,-0.09224999999999998,0.43,0.4235
2024-04,Accessories,amazon,10,3.9,-0.18622,0.392616,0.3147
2024-04,Accessories,flipkart,13,3.8461538461538463,-0.05994615384615384,0.2956369230769231,0.3517
2024-04,Other,FLIPKART,1,1.0,0.2263,0.36,0.3902
2024-04,Other,amazon,4,3.0,-0.042375,0.32694999999999996,0.2406
2024-04,Smartphone,AMAZON,41,3.2439024390243905,-0.017607317073170738,0.3825980487804878,0.3625
