Review_ID,Product_ID,Platform_ID,Issue_ID,Date_ID,Rating,Sentiment_score,RSI
160,41,2,4,152,3,-0.4577,0.59308
161,39,2,1,153,4,0.5719,0.135
162,27,2,1,154,5,0.0,0.06
163,28,1,7,155,3,0.6369,0.41
164,5,2,1,156,5,0.4404,0.06
165,5,1,6,157,2,-0.4019,0.6457600000000001
166,21,1,3,158,3,0.0,0.41
167,39,1,1,159,4,0.0,0.135
168,42,2,1,160,3,0.0,0.21
169,45,1,3,161,2,0.0,0.485
170,8,2,10,162,5,0.7269,0.26
171,40,1,4,163,1,0.4404,0.56
172,20,1,1,164,3,0.5719,0.21
173,27,1,4,165,1,-0.4215,0.7286000000000001
174,9,2,1,166,3,0.0,0.21
175,9,2,1,167,3,0.2263,0.21
176,10,2,1,168,4,0.2263,0.135
177,27,1,1,169,5,-0.0516,0.08064
178,25,2,4,170,1,0.0,0.56
179,24,2,4,171,1,0.0,0.56
180,19,2,1,172,5,0.34,0.06
181,16,1,1,173,5,-0.296,0.1784
182,23,2,1,174,4,0.5719,0.135
183,41,2,4,175,2,0.2263,0.485
184,40,1,4,176,2,0.6124,0.485
185,19,1,1,177,4,0.0,0.135
186,18,1,1,178,5,-0.5423,0.27692
187,4,1,6,179,2,0.5719,0.485
188,32,1,1,180,5,0.7778,0.06
189,18,2,1,64,4,0.0,0.135
190,41,2,1,181,4,0.2263,0.135
191,27,1,4,182,4,-0.5423,0.55192
192,23,1,4,183,4,-0.8957,0.6932800000000001
193,41,2,1,184,3,0.34,0.21
194,26,2,1,106,3,0.0,0.21
195,25,2,4,52,4,-0.5423,0.55192
196,19,1,1,185,3,-0.1695,0.2778
197,19,2,5,186,2,0.0,0.485
198,41,1,4,187,4,-0.5423,0.55192
199,23,1,3,188,2,-0.0516,0.50564
200,6,1,1,189,4,0.4404,0.135
201,3,2,4,190,4,-0.5096,0.53884
202,15,2,3,191,4,0.0,0.335
203,35,1,2,192,2,0.5859,0.485
204,14,2,1,193,5,-0.25,0.16
205,13,1,8,194,5,-0.25,0.36
206,29,2,1,195,4,0.2263,0.135
207,15,1,1,196,4,0.5106,0.135
208,10,2,1,197,5,0.5719,0.06
209,22,2,1,198,4,0.743,0.135
210,17,2,4,199,2,0.539,0.485
211,40,2,5,200,4,0.3612,0.335
212,10,2,4,36,4,-0.5267,0.5456799999999999
213,22,2,1,201,5,0.4404,0.06
214,18,1,4,202,4,-0.5096,0.53884
215,43,1,1,12,5,0.0,0.06
216,2,1,4,203,2,0.6124,0.485
217,28,1,9,62,3,0.7351,0.41
218,20,2,4,204,2,0.3182,0.485
219,44,1,9,205,1,-0.4939,0.75756
220,44,2,1,206,3,0.0,0.21
221,36,2,1,80,4,0.2263,0.135
222,16,2,4,43,2,0.5994,0.485
223,38,1,1,207,5,-0.4215,0.2286
224,40,2,1,208,5,0.4215,0.06
225,18,2,4,205,3,-0.4215,0.5786
226,12,1,1,209,5,-0.4215,0.2286
227,25,1,1,210,5,0.6249,0.06
228,23,1,1,211,5,-0.5096,0.26384
229,3,1,9,212,3,0.5267,0.41
230,39,1,1,213,4,0.2263,0.135
231,9,1,1,214,5,-0.4019,0.22076
232,8,1,1,215,4,0.0258,0.135
233,23,2,1,216,5,0.5574,0.06
234,3,1,4,217,4,-0.7582,0.63828
235,12,1,6,218,2,-0.6256,0.7352400000000001
236,3,1,1,219,5,0.5859,0.06
237,12,2,1,220,3,0.0,0.21
238,14,1,1,211,4,0.2263,0.135
239,1,1,4,221,3,-0.5113,0.61452
240,12,1,6,222,2,0.5719,0.485
241,11,1,5,202,2,0.0,0.485
242,38,1,1,223,5,0.5574,0.06
243,3,1,6,224,3,-0.5096,0.6138400000000002
244,5,1,3,225,3,0.2263,0.41
245,10,2,6,226,3,-0.5096,0.6138400000000002
246,27,1,1,227,4,0.1043,0.135
247,44,2,1,202,3,0.4404,0.21
248,27,1,6,228,1,-0.4215,0.7286000000000001
249,1,1,6,229,2,-0.7096,0.76884
250,19,2,1,230,5,0.4404,0.06
251,10,2,1,231,5,-0.5096,0.26384
252,5,2,4,232,4,-0.5423,0.55192
253,5,2,3,233,3,0.2263,0.41
254,44,2,1,234,4,0.4404,0.135
255,19,1,1,235,5,0.4404,0.06
256,22,2,3,236,2,-0.4215,0.6536
257,1,1,4,237,1,0.6486,0.56
258,40,2,1,238,5,-0.4215,0.2286
259,14,1,1,12,4,0.3612,0.135
260,14,1,1,239,5,-0.296,0.1784
261,20,1,9,240,3,-0.128,0.4612
262,19,2,1,241,4,0.0,0.135
263,15,1,4,242,4,-0.5096,0.53884
264,24,2,6,243,2,0.0,0.485
265,43,2,6,244,3,-0.5096,0.6138400000000002
266,23,2,1,245,4,0.0,0.135
267,20,1,4,213,2,0.0516,0.485
268,19,2,4,246,4,-0.4215,0.5036
269,19,1,4,247,2,0.0,0.485
270,5,2,2,248,1,0.0,0.56
271,20,1,2,249,3,0.296,0.41
272,19,2,4,197,2,0.7579,0.485
273,46,2,1,250,5,0.7579,0.06
274,8,2,6,251,3,-0.7351,0.70404
275,5,1,1,252,5,-0.0516,0.08064
276,24,2,4,236,4,-0.5096,0.53884
277,17,2,1,253,4,0.2263,0.135
278,22,1,1,254,5,-0.5423,0.27692
279,39,1,1,255,4,0.6728,0.135
280,5,2,4,256,4,-0.4215,0.5036
281,5,2,1,257,3,0.2023,0.21
282,4,1,1,258,4,-0.0243,0.14472
283,38,1,1,16,5,-0.5096,0.26384
284,12,2,1,259,4,0.2263,0.135
285,20,1,6,260,2,-0.5096,0.6888400000000001
286,24,2,4,261,4,-0.4215,0.5036
287,41,2,4,262,4,-0.4215,0.5036
288,44,1,1,249,4,0.2263,0.135
289,16,1,4,185,4,-0.5423,0.55192
290,23,1,6,263,3,-0.4019,0.5707600000000002
291,41,2,1,264,4,0.2263,0.135
292,5,1,1,265,5,0.7269,0.06
293,17,1,1,247,4,0.5719,0.135
294,43,2,5,259,4,-0.6124,0.57996
295,43,1,1,266,5,0.0,0.06
296,12,1,6,267,2,-0.6705,0.7532000000000001
297,8,2,1,268,5,-0.4767,0.25068
298,13,2,6,44,3,-0.6705,0.6782000000000001
299,41,2,4,194,4,-0.5423,0.55192
300,1,2,1,236,5,-0.5423,0.27692
301,43,1,1,61,4,0.4404,0.135
302,16,2,1,114,4,0.2263,0.135
303,27,1,4,269,3,-0.5096,0.6138400000000002
304,10,2,4,270,2,0.0015,0.485
305,18,2,1,271,5,0.4404,0.06
306,14,2,1,272,4,0.4404,0.135
307,12,1,1,171,5,0.7003,0.06
308,23,2,1,273,5,-0.5096,0.26384
309,24,1,1,274,4,0.4416,0.135
310,2,2,6,275,1,-0.4019,0.7207600000000001
311,5,1,1,276,4,-0.1531,0.19624
312,5,2,4,277,4,-0.5423,0.55192
313,6,2,1,278,4,0.4404,0.135
314,2,1,1,279,5,-0.5423,0.27692
315,1,2,1,40,4,0.3612,0.135
316,43,2,1,280,5,0.4404,0.06
317,6,1,3,281,2,0.0,0.485
318,22,2,4,282,4,-0.4215,0.5036
319,19,2,2,283,2,-0.4215,0.6536
320,29,1,4,284,1,-0.5096,0.7638400000000001
321,41,2,1,285,4,0.5719,0.135
322,30,1,4,286,1,0.4404,0.56
323,41,1,4,139,1,-0.4717,0.74868
324,39,2,4,287,3,-0.4215,0.5786
325,3,1,1,288,3,-0.1877,0.28508
326,27,2,1,278,5,0.1779,0.06
327,36,2,1,289,5,0.0,0.06
328,18,2,6,290,2,-0.4215,0.6536
329,3,2,1,2,5,-0.4215,0.2286
330,10,2,4,291,1,0.4404,0.56
331,5,1,1,292,4,0.296,0.135
332,36,2,7,293,4,0.5719,0.335
333,14,2,1,294,5,-0.4019,0.22076
334,16,1,4,25,4,-0.5423,0.55192
335,5,2,1,295,4,0.0,0.135
336,18,2,1,296,5,0.2263,0.06
337,27,2,3,297,3,-0.5423,0.6269200000000001
338,8,1,4,298,4,-0.4215,0.5036
339,38,2,1,194,5,0.0,0.06
340,10,1,9,264,2,0.0,0.485
341,27,2,1,299,5,0.7003,0.06
342,16,2,1,300,4,0.0,0.135
343,6,2,1,44,5,0.5423,0.06
344,10,2,2,18,2,-0.5423,0.7019200000000001
345,24,1,4,301,4,-0.4215,0.5036
346,23,2,1,302,4,0.296,0.135
347,15,2,4,303,4,-0.5423,0.55192
348,27,2,6,304,3,-0.7351,0.70404
349,24,2,4,305,4,-0.6479,0.59416
350,44,1,4,281,3,-0.4215,0.5786
351,24,2,6,18,3,0.9118,0.41
352,4,2,1,306,4,-0.0516,0.15564
353,26,2,4,307,1,0.0,0.56
354,41,2,1,308,5,0.0516,0.06
355,28,1,1,309,3,0.2263,0.21
356,41,2,1,310,5,0.4588,0.06
357,24,1,1,311,4,-0.1027,0.17608
358,33,2,10,312,1,0.5859,0.56
359,9,1,1,313,5,0.2023,0.06
360,2,2,4,314,4,-0.4215,0.5036
361,14,1,1,315,3,0.0015,0.21
362,19,2,1,316,5,0.4404,0.06
363,15,2,1,317,5,0.4404,0.06
364,16,1,1,318,5,0.0,0.06
365,38,2,3,273,3,0.2263,0.41
366,15,2,4,319,1,0.6486,0.56
367,18,2,1,320,5,-0.4508,0.24032
368,24,1,6,321,1,-0.6705,0.8282
369,16,2,9,230,3,0.5719,0.41
370,23,2,9,23,3,-0.5423,0.6269200000000001
371,41,1,1,322,4,0.0,0.135
372,4,2,1,323,5,0.4404,0.06
373,24,2,1,324,5,-0.5096,0.26384
374,15,1,1,325,5,0.7506,0.06
375,40,1,6,165,3,-0.34,0.546
376,15,2,4,326,2,0.1027,0.485
377,29,2,3,327,4,0.5719,0.335
378,17,2,9,328,5,-0.5096,0.46384
379,10,1,2,329,3,0.5719,0.41
380,15,2,1,172,4,0.4404,0.135
381,19,2,1,330,5,-0.5096,0.26384
382,6,2,1,331,5,0.25,0.06
383,14,2,1,332,5,-0.4215,0.2286
384,47,1,6,333,4,0.4404,0.335
385,2,2,4,334,3,-0.4215,0.5786
386,2,1,4,335,1,0.2263,0.56
387,16,1,6,336,3,0.0516,0.41
388,9,1,1,337,4,0.7845,0.135
389,23,2,1,338,4,0.6597,0.135
390,3,2,4,339,2,0.4404,0.485
391,20,1,6,340,3,-0.6705,0.6782000000000001
392,22,1,1,341,3,0.6249,0.21
393,14,1,1,325,4,0.1027,0.135
394,16,1,1,342,5,-0.1531,0.12124
395,22,2,1,343,5,-0.5423,0.27692
396,40,1,6,72,4,0.4404,0.335
397,5,2,7,344,2,-0.4767,0.6756800000000001
398,16,2,6,242,4,0.5719,0.335
399,12,2,1,345,4,0.5719,0.135
400,27,1,1,346,5,0.4404,0.06
401,20,1,1,347,5,0.0,0.06
402,23,1,7,263,1,-0.7096,0.8438400000000001
403,44,2,4,94,4,-0.6759,0.6053600000000001
404,9,1,5,348,3,0.7579,0.41
405,6,2,1,349,4,0.5719,0.135
406,26,2,4,350,2,-0.1695,0.5528
407,40,1,1,351,4,0.7845,0.135
408,42,2,4,352,1,0.4201,0.56
409,12,2,4,353,1,0.4215,0.56
410,27,2,1,322,4,0.2023,0.135
411,14,2,4,354,1,0.0,0.56
412,15,1,4,293,1,0.7906,0.56
413,22,2,3,234,3,0.5719,0.41
414,8,2,1,355,4,0.6705,0.135
415,5,2,1,356,5,0.0,0.06
416,39,2,4,114,4,-0.5096,0.53884
417,27,2,1,357,4,0.296,0.135
418,23,1,1,358,5,-0.5423,0.27692
419,8,1,4,359,4,-0.5096,0.53884
420,2,2,1,360,5,-0.5423,0.27692
421,13,1,1,361,5,0.0,0.06
422,2,2,1,69,4,0.4404,0.135
423,22,1,1,362,5,-0.5423,0.27692
424,5,2,1,263,4,-0.0243,0.14472
425,27,1,1,363,4,0.4404,0.135
426,2,2,2,364,3,-0.2023,0.49092
427,43,1,4,365,2,-0.5096,0.6888400000000001
428,5,2,2,366,3,0.2263,0.41
429,8,2,5,126,3,-0.34,0.546
430,14,2,4,101,4,-0.5096,0.53884
431,28,2,2,367,1,0.4404,0.56
432,10,2,6,368,2,-0.8225,0.8140000000000001
433,44,1,9,369,3,0.2746,0.41
434,9,2,1,370,4,0.0,0.135
435,40,2,6,356,2,-0.4203,0.6531200000000001
436,19,1,9,371,1,0.8316,0.56
437,43,2,1,372,5,-0.5423,0.27692
438,35,2,4,337,1,0.4404,0.56
439,16,2,1,373,5,-0.25,0.16
440,14,1,4,374,4,-0.4215,0.5036
441,40,1,4,143,4,-0.4215,0.5036
442,29,1,1,375,5,-0.4215,0.2286
443,28,2,7,376,3,0.4404,0.41
444,27,1,6,377,5,0.0,0.26
445,36,1,1,324,5,-0.5096,0.26384
446,20,1,4,378,4,-0.4215,0.5036
447,38,2,1,30,4,0.5719,0.135
448,11,1,1,379,3,-0.1695,0.2778
449,15,2,1,380,5,0.5719,0.06
450,30,2,1,381,4,0.7778,0.135
451,40,2,4,382,4,-0.5096,0.53884
452,10,1,4,383,4,-0.5719,0.56376
453,11,1,4,384,2,0.4201,0.485
454,17,1,1,206,4,-0.1779,0.20616
455,3,1,9,385,3,-0.4215,0.5786
456,12,1,1,386,3,0.0,0.21
457,41,1,6,387,3,0.5719,0.41
458,22,2,1,310,5,-0.5096,0.26384
459,19,1,4,332,4,-0.6902,0.6110800000000001
460,24,2,4,388,3,-0.4215,0.5786
461,36,1,6,123,3,0.5859,0.41
462,29,2,6,389,3,0.5574,0.41
463,3,2,11,390,4,-0.1531,0.39624
464,12,2,1,391,4,0.0,0.135
465,7,1,5,392,4,-0.4767,0.52568
466,20,1,4,393,3,-0.5096,0.6138400000000002
467,2,2,2,394,2,-0.4215,0.6536
468,3,2,4,395,4,-0.5423,0.55192
469,3,2,1,396,4,0.7269,0.135
470,23,1,9,397,1,0.0,0.56
471,6,2,6,341,1,-0.6705,0.8282
472,1,2,1,87,4,0.7239,0.135
473,41,1,1,135,4,0.4404,0.135
474,9,2,1,398,4,0.3948,0.135
475,29,2,7,399,3,0.0516,0.41
476,12,1,1,400,5,0.6369,0.06
477,40,1,1,401,5,0.0,0.06
478,24,2,2,111,3,0.8658,0.41
479,23,1,4,402,4,-0.4215,0.5036
480,40,2,4,403,4,-0.7906,0.65124
481,39,1,1,404,5,-0.5423,0.27692
482,22,1,4,405,4,-0.5423,0.55192
483,23,1,5,220,4,-0.4588,0.5185200000000001
484,10,2,5,406,4,-0.5719,0.56376
485,43,2,4,407,4,-0.5096,0.53884
486,15,2,4,408,2,0.5719,0.485
487,3,2,1,409,5,0.4404,0.06
488,18,2,3,12,1,0.0,0.56
489,41,2,4,339,4,-0.5096,0.53884
490,26,2,4,410,2,0.7579,0.485
491,23,2,6,411,2,-0.5096,0.6888400000000001
492,27,1,4,48,3,-0.5096,0.6138400000000002
493,2,1,2,412,3,0.0,0.41
494,14,1,6,413,3,-0.844,0.7476
495,2,2,3,414,2,-0.3599,0.62896
496,17,2,2,415,3,0.0,0.41
497,20,1,1,416,5,0.4404,0.06
498,15,1,7,417,1,-0.4939,0.75756
499,38,2,9,418,3,-0.4215,0.5786
500,41,1,1,419,5,0.5719,0.06
501,3,2,4,420,4,-0.4585,0.5184
502,28,2,1,333,4,0.0,0.135
503,19,1,4,421,4,-0.5096,0.53884
504,3,2,9,422,2,0.0,0.485
505,24,2,4,151,2,0.4019,0.485
506,16,2,9,423,3,0.2263,0.41
507,27,2,1,385,3,0.2263,0.21
508,40,2,7,419,2,-0.6705,0.7532000000000001
509,44,2,4,424,4,-0.3182,0.46228
510,5,2,3,425,3,0.0,0.41
511,24,2,6,426,3,-0.4215,0.5786
512,27,1,5,427,4,0.6222,0.335
513,16,2,6,49,1,-0.25,0.6600000000000001
514,2,2,1,428,4,0.5719,0.135
515,41,1,4,416,2,0.5423,0.485
516,10,2,2,344,3,-0.1426,0.46704
517,18,1,1,30,4,0.4404,0.135
518,20,1,1,429,5,0.5719,0.06
519,23,2,1,430,4,0.7003,0.135
520,27,1,1,431,4,0.0,0.135
521,2,1,1,432,3,0.5719,0.21
522,6,1,1,433,5,0.4404,0.06
523,14,1,1,26,5,0.2263,0.06
524,10,1,1,434,4,0.5719,0.135
525,15,1,4,435,2,0.2263,0.485
526,18,1,4,11,4,-0.7351,0.62904
527,13,1,1,436,5,0.2263,0.06
528,20,2,1,424,5,0.4767,0.06
529,5,2,1,437,5,-0.5423,0.27692
530,8,2,1,438,5,-0.5423,0.27692
531,8,1,7,439,3,-0.34,0.546
532,43,1,1,440,4,0.2263,0.135
533,24,1,4,389,4,-0.5423,0.55192
534,27,2,4,157,4,-0.5096,0.53884
535,3,1,1,154,5,0.6124,0.06
536,20,1,1,441,5,0.34,0.06
537,10,1,1,426,4,0.0,0.135
538,23,2,1,442,5,-0.5975,0.299
539,24,2,7,443,3,-0.296,0.5284
540,6,2,1,444,3,0.8316,0.21
541,5,2,4,445,4,-0.4215,0.5036
542,3,2,1,81,3,0.0772,0.21
543,5,2,9,6,3,-0.5423,0.6269200000000001
544,28,2,7,103,1,-0.4767,0.75068
545,24,2,1,446,5,0.5719,0.06
546,5,1,1,51,5,-0.5423,0.27692
547,3,1,1,447,4,0.0,0.135
548,5,2,1,448,5,-0.5423,0.27692
549,29,2,1,449,5,-0.4215,0.2286
550,24,2,1,142,4,0.2263,0.135
551,20,1,4,270,4,-0.3818,0.48772
552,12,2,1,438,3,0.4939,0.21
553,16,1,6,246,1,0.5719,0.56
554,38,2,4,326,4,-0.5423,0.55192
555,3,1,4,125,2,-0.7906,0.80124
556,24,1,6,154,2,0.2263,0.485
557,41,1,1,12,5,0.5719,0.06
558,8,1,9,450,1,0.5719,0.56
559,12,1,1,254,5,0.7906,0.06
560,4,2,4,451,4,-0.5096,0.53884
561,16,2,2,50,1,0.7506,0.56
562,15,1,6,112,3,-0.1531,0.47124
563,27,2,4,94,4,-0.5423,0.55192
564,5,2,1,452,4,0.5719,0.135
565,12,2,6,453,4,0.2263,0.335
566,35,1,1,454,5,0.0,0.06
567,40,2,3,52,1,-0.5096,0.7638400000000001
568,33,1,4,455,2,0.0,0.485
569,8,1,1,456,5,0.6249,0.06
570,39,2,1,197,4,0.2263,0.135
571,10,2,4,457,4,-0.5423,0.55192
572,21,2,1,92,5,0.7579,0.06
573,37,2,1,31,3,-0.1695,0.2778
574,9,1,10,275,5,0.3612,0.26
575,27,1,1,161,5,-0.5096,0.26384
576,36,2,1,458,5,0.3612,0.06
577,30,2,4,459,2,0.0,0.485
578,12,2,1,460,5,0.0,0.06
579,15,2,1,158,5,-0.4215,0.2286
580,27,1,10,26,2,0.5859,0.485
581,43,2,4,294,4,-0.4588,0.5185200000000001
582,20,2,1,188,5,0.2263,0.06
583,24,1,4,6,4,-0.4215,0.5036
584,1,1,6,461,1,-0.4215,0.7286000000000001
585,15,2,4,462,4,-0.34,0.471
586,12,1,1,390,4,0.0,0.135
587,9,2,4,463,3,-0.5106,0.6142400000000001
588,43,1,4,464,4,-0.5096,0.53884
589,47,1,1,235,4,0.0,0.135
590,15,1,1,465,3,0.2263,0.21
591,4,2,4,466,4,-0.5423,0.55192
592,43,2,4,467,2,-0.7096,0.76884
593,6,1,1,140,3,0.0,0.21
594,12,1,3,468,4,0.0,0.335
595,43,2,5,188,5,0.4404,0.26
596,40,2,7,469,3,-0.0516,0.4306399999999999
597,25,1,4,144,4,-0.5096,0.53884
598,2,1,8,470,5,-0.4215,0.4286
599,1,2,1,471,3,0.2263,0.21
600,13,2,4,446,4,-0.5096,0.53884
601,39,2,7,282,3,-0.0516,0.4306399999999999
602,24,1,3,431,3,-0.5423,0.6269200000000001
603,3,2,1,4,5,-0.4215,0.2286
604,15,1,1,472,5,0.2263,0.06
605,15,2,1,437,5,0.5719,0.06
606,27,1,1,352,5,-0.7502,0.36008
607,28,2,4,473,4,-0.5096,0.53884
608,40,2,4,253,4,-0.5423,0.55192
609,43,1,1,259,5,0.6597,0.06
610,1,1,6,346,2,-0.7179,0.77216
611,12,1,4,474,1,-0.5994,0.79976
612,5,2,4,75,1,0.5719,0.56
613,10,1,9,475,3,-0.5096,0.6138400000000002
614,40,2,4,476,4,-0.6369,0.5897600000000001
615,28,1,4,477,4,-0.5423,0.55192
616,15,1,1,478,4,-0.0516,0.15564
617,15,2,6,405,2,0.0,0.485
618,19,1,1,479,3,0.4201,0.21
619,36,1,1,61,4,0.4939,0.135
620,14,2,1,88,5,-0.5096,0.26384
621,44,2,2,480,3,0.0,0.41
622,20,2,1,481,3,0.802,0.21
623,28,1,4,317,1,0.1546,0.56
624,9,1,1,412,4,0.3612,0.135
625,27,2,1,482,5,0.0,0.06
626,36,1,7,361,1,-0.0516,0.58064
627,24,1,1,483,4,0.4404,0.135
628,7,1,1,412,5,0.0,0.06
629,44,1,3,13,5,0.765,0.26
